artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
The Crests,Logged In,Lily,F,41,Koch,182.88281,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,16 Candles,200,1541158598796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Nirvana,Logged In,Lily,F,42,Koch,219.08853,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Come As You Are,200,1541158780796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Knights Of The Abyss,Logged In,Aleena,F,5,Kirby,205.66159,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,157,Dragon Pie,200,1541158843796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Binary Star,Logged In,Lily,F,43,Koch,300.19873,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Honest Expression,200,1541158999796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Nada Surf,Logged In,Aleena,F,6,Kirby,181.08036,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,157,Whose Authority,200,1541159048796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Blank & Jones,Logged In,Aleena,F,7,Kirby,310.15138,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,157,Beyond Time (Ambient Mix),200,1541159229796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Carnifex,Logged In,Lily,F,44,Koch,219.89832,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,By Darkness Enslaved,200,1541159299796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Bono / Secret Machines,Logged In,Lily,F,45,Koch,285.43955,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,I Am The Walrus,200,1541159518796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Broadcast 2000,Logged In,Aleena,F,8,Kirby,198.84363,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,157,The View,200,1541159539796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Pixies,Logged In,Aleena,F,9,Kirby,229.3024,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,157,Where Is My Mind?,200,1541159737796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Kings Of Leon,Logged In,Lily,F,46,Koch,242.99057,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Holy Roller Novocaine,200,1541159803796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Arctic Monkeys,Logged In,Aleena,F,10,Kirby,221.85751,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,157,You Know I'm No Good,200,1541159966796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Alliance Ethnik,Logged In,Lily,F,47,Koch,252.21179,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,ReprÃÂ©sente,200,1541160045796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Apocalyptica,Logged In,Chloe,F,0,Cuevas,409.86077,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,179,Coma,200,1541160161796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Big Tymers,Logged In,Aleena,F,11,Kirby,256.15628,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,157,Lil Mama,200,1541160187796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Pat Green,Logged In,Lily,F,48,Koch,295.33995,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Whiskey,200,1541160297796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Daughtry,Logged In,Aleena,F,12,Kirby,249.91302,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,157,No Surprise,200,1541160443796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Air,Logged In,Chloe,F,1,Cuevas,212.21832,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,179,Playground Love,200,1541160570796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Sam Cooke,Logged In,Lily,F,49,Koch,122.04363,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Ain't Misbehavin,200,1541160592796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Live,Logged In,Aleena,F,13,Kirby,203.28444,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,157,Deep Enough,200,1541160692796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Everclear,Logged In,Lily,F,50,Koch,222.61506,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Summerland,200,1541160714796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Alison Krauss / Union Station,Logged In,Aleena,F,14,Kirby,129.67138,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,157,Down To The River To Pray,200,1541160895796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
The All-American Rejects,Logged In,Lily,F,51,Koch,239.22893,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Move Along,200,1541160936796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Covenant,Logged In,Aleena,F,15,Kirby,300.19873,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,157,XRDS,200,1541161024796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
You Me At Six,Logged In,Aiden,M,0,Hess,191.13751,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1540829025796.0,189,Liquid Confidence,200,1541161144796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",86
Motion City Soundtrack,Logged In,Lily,F,52,Koch,206.34077,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Everything Is Alright (Album Version),200,1541161175796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
FM Static,Logged In,Lily,F,53,Koch,169.84771,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Something To Believe In,200,1541161381796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Dave Gahan,Logged In,Lily,F,54,Koch,272.92689,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Kingdom,200,1541161550796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Metallica,Logged In,Lily,F,55,Koch,319.73832,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Mama Said,200,1541161822796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Dr. Hook,Logged In,Lily,F,56,Koch,229.77261,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Sylvia's Mother,200,1541162141796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Gotan Project,Logged In,Lily,F,57,Koch,321.30567,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Diferente,200,1541162370796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Carrie Underwood,Logged In,Lily,F,58,Koch,221.3873,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Play On,200,1541162691796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Ut,Logged In,Lily,F,59,Koch,313.86077,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,I.D.,200,1541162912796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Lil Wayne / Eminem,Logged In,Lily,F,60,Koch,229.58975,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Drop The World,200,1541163225796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Damage,Logged In,Lily,F,61,Koch,263.18322,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,For Your Pleasure,200,1541163454796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Rionegro / SolimÃÂµes,Logged In,Lily,F,62,Koch,280.92036,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,De SÃÂ£o Paulo ÃÂ BelÃÂ©m,200,1541163717796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Drive-By Truckers,Logged In,Lily,F,63,Koch,246.22975,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Outfit,200,1541163997796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Tweet,Logged In,Lily,F,64,Koch,256.39138,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Smoking Cigarettes (LP Version),200,1541164243796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Ben Folds Five,Logged In,Lily,F,65,Koch,207.882,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Steven's Last Night In Town,200,1541164499796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Glen Hansard,Logged In,Lily,F,66,Koch,239.59465,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Lies,200,1541164706796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Chevelle,Logged In,Adler,M,0,Barrera,389.85098,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540835983796.0,174,Dos (LP Version),200,1541164749796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",100
Bill Withers,Logged In,Lily,F,67,Koch,383.73832,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Make Love To Your Mind,200,1541164945796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Jorge Drexler,Logged In,Adler,M,1,Barrera,272.14322,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540835983796.0,174,Salvapantallas,200,1541165138796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",100
Michael Bolton,Logged In,Lily,F,68,Koch,255.65995,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,How Am I Supposed To Live Without You,200,1541165328796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
The Mercury Program,Logged In,Adler,M,2,Barrera,449.12281,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540835983796.0,174,Marianas,200,1541165410796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",100
Duran Duran,Logged In,Lily,F,69,Koch,321.88036,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,The Seventh Stranger,200,1541165583796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Little Boots,Logged In,Lily,F,70,Koch,195.94404,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Meddle,200,1541165904796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Johnossi,Logged In,Lily,F,71,Koch,174.2624,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Glory Days To Come,200,1541166099796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
BjÃÂ¶rk,Logged In,Lily,F,72,Koch,348.57751,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Undo,200,1541166273796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Black Eyed Peas,Logged In,Lily,F,73,Koch,226.37669,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Hey Mama,200,1541166621796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
DecembeRadio,Logged In,Lily,F,74,Koch,249.62567,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,Find You Waiting,200,1541166847796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
Bonobo,Logged In,Lily,F,75,Koch,270.41914,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541048010796.0,172,1009,200,1541167096796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",15
,Logged In,Tegan,F,0,Levine,,free,"Portland-South Portland, ME",GET,Home,1540794356796.0,194,,200,1541168424796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Five Iron Frenzy,Logged In,Tegan,F,1,Levine,236.09424,free,"Portland-South Portland, ME",PUT,NextSong,1540794356796.0,194,Canada,200,1541168577796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Morcheeba,Logged In,Tegan,F,2,Levine,347.71546,free,"Portland-South Portland, ME",PUT,NextSong,1540794356796.0,194,The Sea,200,1541168813796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
The Avett Brothers,Logged In,Tegan,F,3,Levine,307.9571,free,"Portland-South Portland, ME",PUT,NextSong,1540794356796.0,194,All My Mistakes (US4BW0700133),200,1541169160796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Dave Darell,Logged In,Aiden,M,0,Hess,217.33832,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1540829025796.0,197,Children,200,1541170090796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",86
,Logged In,Ryan,M,0,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",GET,Home,1541016707796.0,183,,200,1541172202796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Priestess,Logged In,Ryan,M,1,Smith,190.45832,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541016707796.0,183,Talk To Her,200,1541172234796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Arcade Fire,Logged In,Ryan,M,2,Smith,169.19465,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541016707796.0,183,I'm Sleeping In A Submarine,200,1541172424796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Daft Punk,Logged In,Ryan,M,3,Smith,211.69587,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541016707796.0,183,Crescendolls,200,1541172593796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Nickel Creek,Logged In,Ryan,M,4,Smith,255.13751,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541016707796.0,183,When In Rome,200,1541172804796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Squeeze,Logged In,Ryan,M,5,Smith,229.56363,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541016707796.0,183,Footprints,200,1541173059796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Creedence Clearwater Revival,Logged In,Samuel,M,0,Gonzalez,175.80363,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540492941796.0,60,Sweet Hitch-Hiker,200,1541173221796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",61
Kierra Sheard,Logged In,Samuel,M,1,Gonzalez,299.02322,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540492941796.0,60,Love Like Crazy (Extended Mix),200,1541173396796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",61
,Logged In,Aiden,M,0,Hess,,free,"La Crosse-Onalaska, WI-MN",GET,Home,1540829025796.0,201,,200,1541174197796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",86
,Logged In,Aiden,M,1,Hess,,free,"La Crosse-Onalaska, WI-MN",GET,Settings,1540829025796.0,201,,200,1541174308796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",86
,Logged In,Aiden,M,2,Hess,,free,"La Crosse-Onalaska, WI-MN",PUT,Save Settings,1540829025796.0,201,,307,1541174309796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",86
,Logged In,Aiden,M,3,Hess,,free,"La Crosse-Onalaska, WI-MN",GET,Home,1540829025796.0,201,,200,1541174356796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",86
,Logged In,Mohammad,M,0,Rodriguez,,free,"Sacramento--Roseville--Arden-Arcade, CA",GET,Home,1540511766796.0,193,,200,1541174633796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
Greg Laswell,Logged In,Mohammad,M,1,Rodriguez,251.08853,free,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540511766796.0,193,Comes And Goes ( In Waves ),200,1541174803796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
,Logged In,Mohammad,M,2,Rodriguez,,free,"Sacramento--Roseville--Arden-Arcade, CA",GET,Home,1540511766796.0,193,,200,1541174900796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
Pavement,Logged In,Mohammad,M,3,Rodriguez,99.16036,free,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540511766796.0,193,Mercy:The Laundromat,200,1541175054796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
Sixx A.M.,Logged In,Mohammad,M,4,Rodriguez,280.58077,free,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540511766796.0,193,Courtesy Call (Explicit),200,1541175153796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
Leonard Cohen,Logged In,Mohammad,M,5,Rodriguez,267.67628,free,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540511766796.0,193,I'm Your Man,200,1541175433796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
The Tallest Man On Earth,Logged In,Joseph,M,0,Gutierrez,203.62404,free,"Columbia, SC",PUT,NextSong,1540809335796.0,167,The Wild Hunt,200,1541175530796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14""",75
My Chemical Romance,Logged In,Joseph,M,1,Gutierrez,161.90649,free,"Columbia, SC",PUT,NextSong,1540809335796.0,167,Teenagers (Album Version),200,1541175733796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14""",75
Wendy Rene,Logged In,Joseph,M,2,Gutierrez,182.46485,free,"Columbia, SC",PUT,NextSong,1540809335796.0,167,After Laughter (Comes Tears) (LP Version),200,1541175894796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14""",75
Jack Johnson / Paula Fuga,Logged In,Joseph,M,3,Gutierrez,178.33751,free,"Columbia, SC",PUT,NextSong,1540809335796.0,167,Country Road,200,1541176076796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14""",75
Tub Ring,Logged In,Joseph,M,4,Gutierrez,233.69098,free,"Columbia, SC",PUT,NextSong,1540809335796.0,167,Invalid,200,1541176254796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14""",75
